ID,RET
418960,False
418961,False
418962,False
418963,True
418964,True
418965,True
418966,False
418967,True
418968,False
418969,True
418970,False
418971,False
418972,True
418973,False
418974,False
418975,False
418976,True
418977,True
418978,False
418979,True
418980,False
418981,True
418982,False
418983,False
418984,True
418985,False
418986,False
418987,False
418988,False
418989,True
418990,True
418991,True
418992,False
418993,True
418994,False
418995,True
418996,False
418997,False
418998,False
418999,True
419000,True
419001,False
419002,False
419003,True
419004,True
419005,False
419006,False
419007,False
419008,True
419009,False
419010,False
419011,False
419012,False
419013,False
419014,False
419015,False
419016,False
419017,True
419018,True
419019,False
419020,False
419021,False
419022,False
419023,False
419024,False
419025,False
419026,False
419027,True
419028,True
419029,False
419030,False
419031,True
419032,True
419033,True
419034,True
419035,True
419036,False
419037,False
419038,False
419039,False
419040,False
419041,False
419042,True
419043,True
419044,True
419045,True
419046,False
419047,False
419048,True
419049,False
419050,False
419051,False
419052,True
419053,False
419054,False
419055,True
419056,False
419057,False
419058,True
419059,False
419060,True
419061,True
419062,True
419063,True
419064,True
419065,True
419066,True
419067,True
419068,False
419069,False
419070,True
419071,False
419072,True
419073,False
419074,True
419075,True
419076,False
419077,True
419078,True
419079,False
419080,False
419081,True
419082,False
419083,False
419084,True
419085,True
419086,False
419087,False
419088,False
419089,True
419090,True
419091,False
419092,False
419093,True
419094,True
419095,False
419096,True
419097,False
419098,False
419099,False
419100,True
419101,False
419102,True
419103,False
419104,False
419105,False
419106,True
419107,False
419108,False
419109,False
419110,False
419111,False
419112,False
419113,False
419114,True
419115,True
419116,False
419117,False
419118,False
419119,False
419120,False
419121,False
419122,False
419123,True
419124,False
419125,False
419126,False
419127,True
419128,True
419129,True
419130,True
419131,False
419132,True
419133,False
419134,False
419135,False
419136,True
419137,False
419138,False
419139,False
419140,False
419141,False
419142,False
419143,False
419144,False
419145,False
419146,True
419147,False
419148,False
419149,True
419150,True
419151,False
419152,True
419153,False
419154,False
419155,True
419156,True
419157,True
419158,True
419159,True
419160,False
419161,False
419162,False
419163,True
419164,True
419165,True
419166,False
419167,False
419168,False
419169,True
419170,False
419171,False
419172,True
419173,True
419174,False
419175,True
419176,False
419177,True
419178,False
419179,False
419180,False
419181,True
419182,False
419183,False
419184,False
419185,False
419186,False
419187,False
419188,True
419189,False
419190,False
419191,False
419192,False
419193,True
419194,True
419195,False
419196,False
419197,True
419198,True
419199,True
419200,True
419201,True
419202,False
419203,False
419204,False
419205,False
419206,True
419207,False
419208,True
419209,False
419210,False
419211,False
419212,False
419213,False
419214,False
419215,True
419216,False
419217,True
419218,False
419219,False
419220,True
419221,True
419222,False
419223,False
419224,False
419225,False
419226,False
419227,True
419228,True
419229,False
419230,True
419231,True
419232,False
419233,True
419234,False
419235,False
419236,True
419237,False
419238,False
419239,True
419240,False
419241,True
419242,False
419243,False
419244,True
419245,True
419246,False
419247,False
419248,True
419249,False
419250,False
419251,True
419252,False
419253,False
419254,True
419255,False
419256,False
419257,False
419258,True
419259,False
419260,False
419261,True
419262,True
419263,True
419264,False
419265,False
419266,True
419267,True
419268,False
419269,True
419270,False
419271,False
419272,True
419273,False
419274,False
419275,False
419276,True
419277,False
419278,False
419279,False
419280,False
419281,True
419282,False
419283,True
419284,False
419285,True
419286,True
419287,True
419288,True
419289,True
419290,True
419291,True
419292,False
419293,True
419294,True
419295,True
419296,False
419297,False
419298,True
419299,True
419300,False
419301,True
419302,True
419303,True
419304,True
419305,True
419306,True
419307,True
419308,False
419309,False
419310,False
419311,False
419312,False
419313,False
419314,False
419315,True
419316,True
419317,True
419318,False
419319,False
419320,True
419321,True
419322,True
419323,True
419324,True
419325,False
419326,True
419327,True
419328,True
419329,True
419330,True
419331,True
419332,False
419333,True
419334,True
419335,True
419336,True
419337,True
419338,False
419339,False
419340,True
419341,False
419342,False
419343,True
419344,True
419345,True
419346,True
419347,True
419348,True
419349,True
419350,True
419351,False
419352,True
419353,False
419354,False
419355,True
419356,False
419357,False
419358,False
419359,False
419360,True
419361,False
419362,False
419363,False
419364,True
419365,True
419366,False
419367,True
419368,True
419369,False
419370,False
419371,True
419372,True
419373,False
419374,False
419375,False
419376,True
419377,False
419378,True
419379,True
419380,True
419381,True
419382,True
419383,False
419384,False
419385,True
419386,False
419387,False
419388,False
419389,False
419390,False
419391,False
419392,False
419393,True
419394,True
419395,True
419396,False
419397,False
419398,False
419399,True
419400,False
419401,True
419402,True
419403,True
419404,True
419405,True
419406,False
419407,False
419408,False
419409,True
419410,True
419411,True
419412,True
419413,False
419414,False
419415,False
419416,False
419417,True
419418,False
419419,True
419420,False
419421,True
419422,False
419423,False
419424,True
419425,False
419426,False
419427,False
419428,True
419429,True
419430,False
419431,False
419432,False
419433,False
419434,True
419435,False
419436,True
419437,True
419438,False
419439,False
419440,False
419441,False
419442,True
419443,False
419444,False
419445,True
419446,False
419447,True
419448,False
419449,False
419450,False
419451,True
419452,True
419453,True
419454,True
419455,True
419456,True
419457,False
419458,False
419459,True
419460,False
419461,False
419462,True
419463,False
419464,True
419465,False
419466,True
419467,True
419468,True
419469,False
419470,False
419471,False
419472,False
419473,False
419474,True
419475,False
419476,True
419477,True
419478,True
419479,True
419480,False
419481,False
419482,False
419483,False
419484,True
419485,True
419486,False
419487,False
419488,True
419489,False
419490,False
419491,True
419492,False
419493,False
419494,True
419495,False
419496,False
419497,False
419498,True
419499,False
419500,False
419501,False
419502,True
419503,True
419504,False
419505,True
419506,False
419507,True
419508,True
419509,True
419510,False
419511,True
419512,False
419513,True
419514,False
419515,False
419516,False
419517,True
419518,False
419519,True
419520,True
419521,True
419522,True
419523,False
419524,False
419525,True
419526,True
419527,True
419528,True
419529,True
419530,True
419531,False
419532,True
419533,True
419534,True
419535,True
419536,False
419537,False
419538,True
419539,True
419540,False
419541,True
419542,False
419543,True
419544,False
419545,True
419546,False
419547,False
419548,True
419549,True
419550,True
419551,False
419552,False
419553,True
419554,False
419555,True
419556,False
419557,False
419558,True
419559,True
419560,False
419561,False
419562,False
419563,True
419564,False
419565,False
419566,True
419567,True
419568,False
419569,False
419570,False
419571,False
419572,True
419573,True
419574,True
419575,False
419576,False
419577,True
419578,True
419579,False
419580,True
419581,True
419582,True
419583,False
419584,False
419585,False
419586,False
419587,False
419588,False
419589,False
419590,True
419591,False
419592,False
419593,False
419594,False
419595,False
419596,False
419597,False
419598,False
419599,False
419600,False
419601,True
419602,True
419603,True
419604,False
419605,False
419606,True
419607,False
419608,False
419609,False
419610,True
419611,True
419612,False
419613,True
419614,False
419615,False
419616,True
419617,False
419618,True
419619,False
419620,False
419621,True
419622,True
419623,True
419624,True
419625,False
419626,False
419627,True
419628,False
419629,True
419630,True
419631,False
419632,True
419633,False
419634,True
419635,False
419636,False
419637,False
419638,False
419639,False
419640,True
419641,True
419642,False
419643,True
419644,False
419645,True
419646,False
419647,True
419648,False
419649,False
419650,True
419651,True
419652,False
419653,False
419654,True
419655,True
419656,False
419657,True
419658,False
419659,True
419660,True
419661,False
419662,True
419663,False
419664,True
419665,True
419666,False
419667,False
419668,True
419669,True
419670,False
419671,True
419672,False
419673,True
419674,False
419675,True
419676,True
419677,False
419678,False
419679,False
419680,False
419681,True
419682,False
419683,True
419684,False
419685,False
419686,True
419687,True
419688,True
419689,False
419690,True
419691,True
419692,True
419693,False
419694,False
419695,True
419696,False
419697,True
419698,True
419699,False
419700,False
419701,True
419702,False
419703,True
419704,False
419705,True
419706,False
419707,True
419708,False
419709,True
419710,True
419711,False
419712,False
419713,False
419714,False
419715,False
419716,True
419717,True
419718,True
419719,False
419720,True
419721,False
419722,False
419723,False
419724,False
419725,False
419726,True
419727,True
419728,True
419729,False
419730,False
419731,True
419732,True
419733,True
419734,True
419735,False
419736,True
419737,False
419738,False
419739,True
419740,True
419741,False
419742,False
419743,True
419744,False
419745,False
419746,True
419747,True
419748,False
419749,False
419750,True
419751,False
419752,True
419753,True
419754,False
419755,False
419756,False
419757,True
419758,True
419759,True
419760,True
419761,True
419762,False
419763,False
419764,True
419765,True
419766,True
419767,True
419768,True
419769,False
419770,False
419771,False
419772,True
419773,False
419774,False
419775,False
419776,False
419777,False
419778,False
419779,False
419780,False
419781,False
419782,False
419783,True
419784,True
419785,True
419786,False
419787,True
419788,False
419789,True
419790,True
419791,True
419792,False
419793,True
419794,True
419795,True
419796,True
419797,False
419798,True
419799,False
419800,False
419801,True
419802,True
419803,True
419804,False
419805,False
419806,True
419807,False
419808,True
419809,False
419810,True
419811,True
419812,False
419813,True
419814,False
419815,True
419816,True
419817,False
419818,False
419819,False
419820,True
419821,False
419822,True
419823,False
419824,False
419825,False
419826,False
419827,True
419828,True
419829,False
419830,True
419831,True
419832,True
419833,True
419834,False
419835,True
419836,True
419837,False
419838,False
419839,True
419840,False
419841,True
419842,True
419843,True
419844,False
419845,True
419846,True
419847,False
419848,False
419849,False
419850,True
419851,False
419852,False
419853,False
419854,True
419855,False
419856,False
419857,False
419858,False
419859,False
419860,True
419861,False
419862,False
419863,True
419864,False
419865,False
419866,True
419867,False
419868,False
419869,False
419870,False
419871,False
419872,False
419873,False
419874,False
419875,False
419876,False
419877,True
419878,True
419879,True
419880,False
419881,False
419882,False
419883,False
419884,True
419885,False
419886,False
419887,False
419888,True
419889,False
419890,True
419891,False
419892,False
419893,True
419894,False
419895,False
419896,False
419897,True
419898,True
419899,True
419900,True
419901,False
419902,True
419903,False
419904,True
419905,True
419906,False
419907,True
419908,True
419909,True
419910,False
419911,False
419912,False
419913,False
419914,True
419915,False
419916,False
419917,True
419918,False
419919,False
419920,True
419921,False
419922,False
419923,True
419924,True
419925,True
419926,True
419927,True
419928,False
419929,True
419930,False
419931,True
419932,True
419933,True
419934,True
419935,False
419936,True
419937,False
419938,False
419939,False
419940,False
419941,False
419942,True
419943,True
419944,True
419945,True
419946,False
419947,False
419948,True
419949,True
419950,True
419951,True
419952,True
419953,True
419954,False
419955,True
419956,False
419957,True
419958,True
419959,False
419960,True
419961,True
419962,True
419963,False
419964,True
419965,False
419966,True
419967,True
419968,True
419969,False
419970,False
419971,True
419972,False
419973,False
419974,True
419975,False
419976,True
419977,True
419978,True
419979,True
419980,True
419981,False
419982,True
419983,True
419984,True
419985,False
419986,False
419987,False
419988,True
419989,False
419990,False
419991,False
419992,True
419993,True
419994,False
419995,False
419996,False
419997,False
419998,True
419999,False
420000,False
420001,True
420002,False
420003,False
420004,False
420005,False
420006,True
420007,False
420008,False
420009,True
420010,False
420011,True
420012,True
420013,True
420014,False
420015,False
420016,False
420017,True
420018,True
420019,False
420020,True
420021,False
420022,False
420023,True
420024,True
420025,True
420026,False
420027,False
420028,False
420029,True
420030,False
420031,True
420032,False
420033,True
420034,True
420035,False
420036,False
420037,False
420038,False
420039,True
420040,False
420041,True
420042,False
420043,True
420044,False
420045,False
420046,True
420047,False
420048,False
420049,True
420050,True
420051,False
420052,True
420053,True
420054,False
420055,False
420056,True
420057,False
420058,True
420059,False
420060,False
420061,False
420062,False
420063,True
420064,False
420065,True
420066,False
420067,False
420068,False
420069,True
420070,False
420071,False
420072,True
420073,False
420074,True
420075,True
420076,True
420077,False
420078,False
420079,False
420080,False
420081,True
420082,False
420083,True
420084,True
420085,False
420086,True
420087,False
420088,False
420089,True
420090,True
420091,False
420092,True
420093,True
420094,True
420095,True
420096,False
420097,False
420098,False
420099,False
420100,False
420101,True
420102,False
420103,False
420104,False
420105,False
420106,False
420107,False
420108,True
420109,True
420110,False
420111,True
420112,True
420113,False
420114,False
420115,False
420116,False
420117,True
420118,False
420119,True
420120,False
420121,False
420122,False
420123,False
420124,False
420125,True
420126,True
420127,False
420128,True
420129,False
420130,False
420131,False
420132,True
420133,True
420134,False
420135,True
420136,False
420137,False
420138,True
420139,False
420140,False
420141,False
420142,False
420143,True
420144,False
420145,False
420146,False
420147,True
420148,False
420149,True
420150,False
420151,True
420152,True
420153,True
420154,False
420155,False
420156,False
420157,True
420158,False
420159,False
420160,True
420161,False
420162,True
420163,True
420164,False
420165,True
420166,True
420167,True
420168,False
420169,True
420170,False
420171,True
420172,False
420173,True
420174,True
420175,True
420176,False
420177,False
420178,False
420179,False
420180,False
420181,False
420182,True
420183,True
420184,False
420185,False
420186,False
420187,True
420188,False
420189,False
420190,True
420191,True
420192,False
420193,True
420194,True
420195,True
420196,False
420197,True
420198,True
420199,True
420200,False
420201,False
420202,True
420203,True
420204,False
420205,True
420206,True
420207,True
420208,False
420209,False
420210,False
420211,True
420212,False
420213,True
420214,False
420215,True
420216,False
420217,False
420218,False
420219,False
420220,False
420221,True
420222,False
420223,False
420224,False
420225,True
420226,True
420227,False
420228,True
420229,True
420230,True
420231,True
420232,False
420233,True
420234,True
420235,False
420236,True
420237,False
420238,True
420239,True
420240,False
420241,False
420242,True
420243,False
420244,True
420245,False
420246,False
420247,False
420248,True
420249,False
420250,False
420251,False
420252,False
420253,True
420254,False
420255,False
420256,True
420257,False
420258,False
420259,True
420260,True
420261,True
420262,True
420263,False
420264,False
420265,True
420266,False
420267,False
420268,True
420269,False
420270,True
420271,False
420272,False
420273,False
420274,False
420275,True
420276,False
420277,False
420278,True
420279,True
420280,True
420281,True
420282,False
420283,False
420284,False
420285,False
420286,True
420287,False
420288,False
420289,False
420290,True
420291,False
420292,False
420293,True
420294,True
420295,True
420296,False
420297,True
420298,False
420299,False
420300,True
420301,False
420302,False
420303,False
420304,False
420305,False
420306,True
420307,False
420308,False
420309,True
420310,False
420311,False
420312,False
420313,False
420314,True
420315,False
420316,True
420317,True
420318,False
420319,True
420320,False
420321,False
420322,False
420323,True
420324,False
420325,False
420326,False
420327,True
420328,False
420329,False
420330,True
420331,True
420332,False
420333,False
420334,False
420335,False
420336,True
420337,False
420338,False
420339,False
420340,False
420341,False
420342,True
420343,True
420344,True
420345,True
420346,True
420347,True
420348,True
420349,False
420350,False
420351,True
420352,True
420353,False
420354,True
420355,False
420356,False
420357,True
420358,False
420359,False
420360,False
420361,True
420362,False
420363,False
420364,False
420365,True
420366,False
420367,True
420368,True
420369,True
420370,False
420371,True
420372,False
420373,False
420374,False
420375,False
420376,True
420377,False
420378,False
420379,False
420380,True
420381,True
420382,True
420383,True
420384,False
420385,False
420386,True
420387,False
420388,True
420389,True
420390,False
420391,False
420392,False
420393,False
420394,False
420395,False
420396,True
420397,True
420398,True
420399,True
420400,True
420401,False
420402,False
420403,True
420404,False
420405,False
420406,False
420407,False
420408,True
420409,False
420410,False
420411,False
420412,False
420413,False
420414,False
420415,True
420416,False
420417,True
420418,True
420419,True
420420,True
420421,False
420422,True
420423,False
420424,True
420425,True
420426,True
420427,False
420428,False
420429,True
420430,False
420431,True
420432,False
420433,False
420434,False
420435,True
420436,True
420437,False
420438,False
420439,False
420440,True
420441,False
420442,True
420443,False
420444,False
420445,True
420446,True
420447,False
420448,True
420449,False
420450,True
420451,False
420452,True
420453,False
420454,False
420455,True
420456,True
420457,True
420458,False
420459,True
420460,True
420461,False
420462,True
420463,False
420464,True
420465,False
420466,False
420467,False
420468,True
420469,False
420470,True
420471,False
420472,True
420473,True
420474,True
420475,False
420476,True
420477,False
420478,True
420479,False
420480,True
420481,False
420482,True
420483,False
420484,True
420485,False
420486,False
420487,True
420488,True
420489,True
420490,True
420491,True
420492,True
420493,True
420494,False
420495,False
420496,False
420497,True
420498,False
420499,True
420500,False
420501,True
420502,False
420503,False
420504,False
420505,True
420506,False
420507,False
420508,False
420509,False
420510,False
420511,False
420512,True
420513,True
420514,False
420515,True
420516,False
420517,False
420518,False
420519,True
420520,False
420521,False
420522,True
420523,False
420524,False
420525,False
420526,True
420527,False
420528,False
420529,True
420530,False
420531,True
420532,True
420533,True
420534,True
420535,False
420536,False
420537,True
420538,False
420539,True
420540,False
420541,True
420542,False
420543,True
420544,True
420545,False
420546,True
420547,True
420548,False
420549,False
420550,True
420551,True
420552,True
420553,False
420554,True
420555,False
420556,False
420557,True
420558,True
420559,True
420560,False
420561,True
420562,False
420563,False
420564,True
420565,False
420566,False
420567,True
420568,True
420569,True
420570,False
420571,True
420572,True
420573,False
420574,True
420575,False
420576,True
420577,True
420578,False
420579,False
420580,True
420581,False
420582,False
420583,False
420584,True
420585,True
420586,False
420587,True
420588,False
420589,False
420590,True
420591,False
420592,False
420593,True
420594,True
420595,False
420596,False
420597,False
420598,True
420599,False
420600,True
420601,False
420602,True
420603,True
420604,False
420605,False
420606,True
420607,False
420608,True
420609,False
420610,True
420611,False
420612,False
420613,False
420614,True
420615,False
420616,False
420617,False
420618,True
420619,True
420620,True
420621,False
420622,False
420623,False
420624,False
420625,False
420626,True
420627,False
420628,True
420629,False
420630,False
420631,False
420632,False
420633,False
420634,False
420635,False
420636,True
420637,True
420638,False
420639,True
420640,True
420641,True
420642,False
420643,False
420644,True
420645,False
420646,False
420647,False
420648,True
420649,False
420650,False
420651,False
420652,False
420653,False
420654,False
420655,False
420656,False
420657,True
420658,True
420659,True
420660,False
420661,True
420662,False
420663,False
420664,True
420665,True
420666,False
420667,True
420668,False
420669,True
420670,False
420671,False
420672,False
420673,False
420674,True
420675,False
420676,False
420677,False
420678,True
420679,False
420680,True
420681,False
420682,False
420683,False
420684,True
420685,True
420686,False
420687,False
420688,True
420689,False
420690,False
420691,False
420692,False
420693,False
420694,False
420695,False
420696,False
420697,False
420698,False
420699,False
420700,True
420701,False
420702,False
420703,True
420704,False
420705,True
420706,False
420707,True
420708,False
420709,False
420710,False
420711,True
420712,False
420713,False
420714,True
420715,False
420716,False
420717,True
420718,False
420719,False
420720,False
420721,False
420722,True
420723,False
420724,False
420725,False
420726,False
420727,True
420728,False
420729,False
420730,True
420731,False
420732,True
420733,True
420734,False
420735,True
420736,False
420737,True
420738,True
420739,True
420740,False
420741,True
420742,True
420743,False
420744,True
420745,True
420746,False
420747,False
420748,True
420749,True
420750,False
420751,True
420752,True
420753,False
420754,False
420755,True
420756,False
420757,True
420758,False
420759,True
420760,True
420761,False
420762,False
420763,False
420764,True
420765,True
420766,True
420767,False
420768,False
420769,True
420770,True
420771,False
420772,False
420773,False
420774,False
420775,False
420776,False
420777,False
420778,True
420779,True
420780,False
420781,False
420782,False
420783,False
420784,True
420785,True
420786,True
420787,False
420788,True
420789,False
420790,False
420791,False
420792,True
420793,True
420794,False
420795,True
420796,False
420797,False
420798,False
420799,False
420800,False
420801,False
420802,True
420803,True
420804,True
420805,True
420806,True
420807,False
420808,True
420809,False
420810,False
420811,True
420812,False
420813,False
420814,False
420815,False
420816,True
420817,False
420818,False
420819,True
420820,False
420821,True
420822,True
420823,False
420824,True
420825,False
420826,False
420827,False
420828,False
420829,True
420830,True
420831,True
420832,True
420833,True
420834,True
420835,True
420836,True
420837,True
420838,False
420839,False
420840,False
420841,False
420842,True
420843,False
420844,True
420845,True
420846,False
420847,True
420848,True
420849,False
420850,True
420851,False
420852,False
420853,True
420854,False
420855,False
420856,False
420857,True
420858,True
420859,True
420860,False
420861,False
420862,False
420863,False
420864,True
420865,False
420866,True
420867,True
420868,False
420869,False
420870,True
420871,True
420872,False
420873,True
420874,True
420875,False
420876,False
420877,True
420878,True
420879,False
420880,False
420881,True
420882,False
420883,False
420884,True
420885,False
420886,False
420887,True
420888,True
420889,True
420890,True
420891,False
420892,False
420893,False
420894,False
420895,True
420896,True
420897,False
420898,True
420899,False
420900,False
420901,False
420902,False
420903,True
420904,False
420905,True
420906,False
420907,False
420908,False
420909,False
420910,True
420911,True
420912,False
420913,False
420914,True
420915,False
420916,False
420917,False
420918,False
420919,False
420920,True
420921,True
420922,False
420923,False
420924,False
420925,False
420926,True
420927,False
420928,False
420929,False
420930,False
420931,False
420932,True
420933,True
420934,True
420935,False
420936,True
420937,False
420938,False
420939,True
420940,True
420941,True
420942,False
420943,False
420944,False
420945,False
420946,False
420947,False
420948,False
420949,False
420950,False
420951,False
420952,False
420953,False
420954,False
420955,True
420956,True
420957,True
420958,False
420959,False
420960,False
420961,False
420962,False
420963,True
420964,True
420965,False
420966,True
420967,False
420968,False
420969,True
420970,True
420971,True
420972,False
420973,False
420974,False
420975,False
420976,True
420977,False
420978,True
420979,False
420980,True
420981,False
420982,True
420983,False
420984,False
420985,False
420986,True
420987,False
420988,True
420989,False
420990,False
420991,True
420992,False
420993,False
420994,False
420995,False
420996,True
420997,False
420998,True
420999,True
421000,False
421001,True
421002,False
421003,True
421004,True
421005,True
421006,False
421007,False
421008,True
421009,False
421010,False
421011,False
421012,True
421013,True
421014,True
421015,False
421016,True
421017,True
421018,False
421019,True
421020,True
421021,True
421022,True
421023,False
421024,True
421025,False
421026,False
421027,False
421028,True
421029,True
421030,True
421031,False
421032,False
421033,True
421034,False
421035,True
421036,True
421037,False
421038,False
421039,False
421040,False
421041,True
421042,True
421043,True
421044,True
421045,True
421046,True
421047,False
421048,False
421049,False
421050,False
421051,True
421052,False
421053,False
421054,False
421055,True
421056,True
421057,True
421058,False
421059,True
421060,False
421061,True
421062,False
421063,False
421064,False
421065,True
421066,False
421067,False
421068,True
421069,False
421070,False
421071,False
421072,False
421073,True
421074,True
421075,True
421076,False
421077,False
421078,True
421079,True
421080,False
421081,False
421082,False
421083,False
421084,False
421085,False
421086,False
421087,False
421088,False
421089,True
421090,False
421091,True
421092,False
421093,False
421094,False
421095,True
421096,False
421097,True
421098,False
421099,True
421100,False
421101,False
421102,False
421103,False
421104,True
421105,False
421106,True
421107,False
421108,True
421109,False
421110,False
421111,True
421112,True
421113,False
421114,False
421115,False
421116,False
421117,True
421118,True
421119,False
421120,True
421121,False
421122,True
421123,False
421124,False
421125,False
421126,True
421127,False
421128,True
421129,False
421130,False
421131,True
421132,True
421133,False
421134,False
421135,False
421136,True
421137,False
421138,True
421139,False
421140,False
421141,False
421142,False
421143,True
421144,True
421145,False
421146,True
421147,False
421148,True
421149,False
421150,False
421151,False
421152,False
421153,False
421154,True
421155,True
421156,False
421157,True
421158,False
421159,False
421160,True
421161,True
421162,False
421163,False
421164,True
421165,False
421166,True
421167,True
421168,False
421169,False
421170,False
421171,True
421172,False
421173,False
421174,True
421175,False
421176,True
421177,True
421178,False
421179,False
421180,True
421181,True
421182,True
421183,False
421184,True
421185,False
421186,True
421187,False
421188,False
421189,True
421190,True
421191,False
421192,False
421193,True
421194,False
421195,False
421196,True
421197,False
421198,True
421199,True
421200,False
421201,False
421202,True
421203,True
421204,False
421205,False
421206,False
421207,False
421208,True
421209,True
421210,True
421211,True
421212,False
421213,False
421214,False
421215,True
421216,False
421217,False
421218,True
421219,True
421220,True
421221,True
421222,True
421223,False
421224,False
421225,False
421226,True
421227,True
421228,False
421229,True
421230,True
421231,False
421232,False
421233,False
421234,False
421235,False
421236,True
421237,True
421238,True
421239,False
421240,True
421241,False
421242,False
421243,False
421244,False
421245,True
421246,False
421247,True
421248,False
421249,True
421250,False
421251,False
421252,False
421253,False
421254,True
421255,False
421256,True
421257,False
421258,True
421259,False
421260,True
421261,True
421262,False
421263,False
421264,False
421265,True
421266,False
421267,False
421268,False
421269,True
421270,True
421271,False
421272,False
421273,False
421274,True
421275,True
421276,True
421277,False
421278,False
421279,True
421280,True
421281,False
421282,False
421283,False
421284,True
421285,True
421286,False
421287,False
421288,False
421289,False
421290,True
421291,True
421292,False
421293,False
421294,False
421295,True
421296,False
421297,False
421298,False
421299,False
421300,False
421301,True
421302,False
421303,False
421304,True
421305,True
421306,False
421307,True
421308,True
421309,False
421310,False
421311,True
421312,False
421313,False
421314,False
421315,False
421316,False
421317,False
421318,True
421319,True
421320,False
421321,False
421322,True
421323,True
421324,False
421325,True
421326,True
421327,True
421328,False
421329,True
421330,False
421331,False
421332,False
421333,True
421334,True
421335,True
421336,False
421337,True
421338,False
421339,True
421340,True
421341,False
421342,True
421343,True
421344,False
421345,True
421346,False
421347,True
421348,True
421349,True
421350,False
421351,True
421352,False
421353,False
421354,True
421355,False
421356,False
421357,False
421358,True
421359,False
421360,False
421361,False
421362,True
421363,False
421364,False
421365,False
421366,False
421367,False
421368,False
421369,False
421370,False
421371,True
421372,False
421373,True
421374,True
421375,True
421376,False
421377,True
421378,False
421379,False
421380,True
421381,False
421382,False
421383,True
421384,False
421385,True
421386,False
421387,False
421388,True
421389,False
421390,True
421391,True
