ID,RET
418871,True
418872,True
418873,True
418874,False
418875,True
418876,False
418877,True
418878,True
418879,True
418880,False
418881,False
418882,False
418883,True
418884,True
418885,False
418886,True
418887,False
418888,False
418889,True
418890,True
418891,True
418892,False
418893,True
418894,False
418895,False
418896,True
418897,True
418898,True
418899,True
418900,True
418901,False
418902,False
418903,True
418904,False
418905,False
418906,False
418907,True
418908,True
418909,False
418910,False
418911,True
418912,False
418913,True
418914,True
418915,False
418916,True
418917,False
418918,False
418919,False
418920,True
418921,True
418922,True
418923,False
418924,True
418925,False
418926,True
418927,False
418928,False
418929,False
418930,False
418931,False
418932,False
418933,False
418934,False
418935,True
418936,False
418937,True
418938,False
418939,True
418940,True
418941,False
418942,False
418943,False
418944,True
418945,True
418946,False
418947,True
418948,False
418949,False
418950,True
418951,True
418952,False
418953,False
418954,True
418955,True
418956,False
418957,False
418958,False
418959,True
418960,False
418961,True
418962,True
418963,True
418964,True
418965,True
418966,False
418967,True
418968,False
418969,True
418970,False
418971,False
418972,True
418973,False
418974,False
418975,False
418976,False
418977,False
418978,False
418979,False
418980,False
418981,False
418982,False
418983,False
418984,True
418985,True
418986,False
418987,False
418988,True
418989,False
418990,True
418991,True
418992,False
418993,True
418994,True
418995,True
418996,False
418997,True
418998,False
418999,True
419000,True
419001,False
419002,False
419003,True
419004,False
419005,False
419006,False
419007,False
419008,False
419009,False
419010,False
419011,False
419012,False
419013,False
419014,False
419015,True
419016,True
419017,True
419018,False
419019,True
419020,False
419021,True
419022,True
419023,False
419024,False
419025,False
419026,True
419027,False
419028,True
419029,True
419030,True
419031,True
419032,True
419033,False
419034,True
419035,False
419036,False
419037,False
419038,False
419039,True
419040,False
419041,True
419042,False
419043,False
419044,False
419045,True
419046,False
419047,False
419048,True
419049,False
419050,True
419051,True
419052,True
419053,False
419054,False
419055,False
419056,False
419057,False
419058,True
419059,True
419060,False
419061,True
419062,False
419063,False
419064,False
419065,False
419066,False
419067,False
419068,False
419069,False
419070,False
419071,True
419072,True
419073,False
419074,False
419075,False
419076,True
419077,True
419078,False
419079,False
419080,True
419081,True
419082,False
419083,True
419084,False
419085,True
419086,False
419087,False
419088,False
419089,True
419090,True
419091,False
419092,False
419093,False
419094,False
419095,True
419096,True
419097,False
419098,True
419099,False
419100,False
419101,True
419102,False
419103,False
419104,True
419105,False
419106,True
419107,False
419108,True
419109,False
419110,False
419111,False
419112,False
419113,False
419114,False
419115,False
419116,True
419117,True
419118,False
419119,True
419120,False
419121,True
419122,False
419123,False
419124,False
419125,False
419126,False
419127,True
419128,True
419129,False
419130,False
419131,True
419132,False
419133,False
419134,False
419135,False
419136,True
419137,False
419138,False
419139,False
419140,True
419141,False
419142,False
419143,False
419144,False
419145,False
419146,False
419147,False
419148,False
419149,True
419150,True
419151,False
419152,False
419153,False
419154,False
419155,False
419156,True
419157,False
419158,False
419159,True
419160,True
419161,True
419162,False
419163,False
419164,False
419165,False
419166,False
419167,False
419168,False
419169,True
419170,False
419171,False
419172,False
419173,True
419174,True
419175,False
419176,False
419177,False
419178,False
419179,True
419180,True
419181,False
419182,True
419183,False
419184,True
419185,False
419186,False
419187,False
419188,True
419189,False
419190,False
419191,True
419192,True
419193,False
419194,False
419195,True
419196,False
419197,False
419198,False
419199,True
419200,False
419201,False
419202,False
419203,True
419204,False
419205,True
419206,True
419207,False
419208,True
419209,False
419210,True
419211,False
419212,False
419213,False
419214,False
419215,False
419216,False
419217,True
419218,True
419219,True
419220,False
419221,True
419222,True
419223,False
419224,True
419225,True
419226,True
419227,False
419228,False
419229,False
419230,True
419231,True
419232,False
419233,True
419234,True
419235,True
419236,False
419237,True
419238,True
419239,True
419240,False
419241,True
419242,True
419243,True
419244,False
419245,False
419246,False
419247,True
419248,True
419249,True
419250,True
419251,True
419252,True
419253,False
419254,True
419255,True
419256,True
419257,False
419258,True
419259,False
419260,False
419261,False
419262,False
419263,True
419264,False
419265,True
419266,True
419267,True
419268,True
419269,True
419270,False
419271,True
419272,True
419273,False
419274,True
419275,False
419276,True
419277,False
419278,False
419279,True
419280,False
419281,False
419282,True
419283,True
419284,True
419285,False
419286,True
419287,False
419288,True
419289,True
419290,False
419291,True
419292,True
419293,False
419294,True
419295,True
419296,True
419297,False
419298,False
419299,True
419300,True
419301,True
419302,False
419303,False
419304,False
419305,True
419306,True
419307,False
419308,True
419309,True
419310,False
419311,False
419312,False
419313,False
419314,True
419315,False
419316,False
419317,True
419318,True
419319,True
419320,False
419321,False
419322,False
419323,True
419324,True
419325,True
419326,False
419327,True
419328,True
419329,False
419330,True
419331,True
419332,False
419333,True
419334,True
419335,True
419336,False
419337,False
419338,True
419339,True
419340,False
419341,True
419342,True
419343,True
419344,True
419345,True
419346,True
419347,True
419348,True
419349,True
419350,False
419351,False
419352,False
419353,True
419354,False
419355,True
419356,False
419357,False
419358,True
419359,True
419360,False
419361,True
419362,True
419363,False
419364,True
419365,True
419366,False
419367,False
419368,True
419369,False
419370,False
419371,True
419372,False
419373,False
419374,True
419375,False
419376,True
419377,True
419378,False
419379,False
419380,False
419381,False
419382,False
419383,False
419384,False
419385,False
419386,True
419387,True
419388,True
419389,False
419390,False
419391,True
419392,True
419393,False
419394,True
419395,False
419396,False
419397,False
419398,False
419399,True
419400,False
419401,True
419402,True
419403,False
419404,False
419405,True
419406,False
419407,False
419408,False
419409,True
419410,True
419411,True
419412,True
419413,True
419414,True
419415,False
419416,True
419417,False
419418,True
419419,False
419420,False
419421,True
419422,False
419423,True
419424,False
419425,False
419426,False
419427,False
419428,False
419429,True
419430,True
419431,False
419432,True
419433,True
419434,True
419435,False
419436,True
419437,False
419438,False
419439,False
419440,False
419441,True
419442,False
419443,False
419444,False
419445,False
419446,False
419447,True
419448,True
419449,True
419450,True
419451,True
419452,True
419453,True
419454,True
419455,True
419456,True
419457,False
419458,False
419459,True
419460,False
419461,True
419462,False
419463,False
419464,False
419465,False
419466,False
419467,False
419468,False
419469,True
419470,False
419471,True
419472,False
419473,True
419474,False
419475,True
419476,True
419477,False
419478,True
419479,False
419480,True
419481,True
419482,False
419483,False
419484,True
419485,True
419486,False
419487,True
419488,True
419489,True
419490,False
419491,True
419492,False
419493,True
419494,False
419495,False
419496,True
419497,False
419498,True
419499,False
419500,False
419501,True
419502,False
419503,True
419504,True
419505,False
419506,True
419507,False
419508,True
419509,False
419510,True
419511,True
419512,False
419513,True
419514,False
419515,False
419516,True
419517,False
419518,True
419519,False
419520,False
419521,False
419522,False
419523,False
419524,False
419525,True
419526,True
419527,True
419528,False
419529,False
419530,True
419531,False
419532,True
419533,False
419534,False
419535,True
419536,False
419537,False
419538,True
419539,True
419540,False
419541,True
419542,False
419543,True
419544,False
419545,False
419546,False
419547,False
419548,False
419549,True
419550,False
419551,True
419552,True
419553,True
419554,True
419555,True
419556,False
419557,False
419558,True
419559,True
419560,True
419561,True
419562,True
419563,False
419564,False
419565,True
419566,False
419567,False
419568,False
419569,True
419570,False
419571,False
419572,False
419573,False
419574,True
419575,True
419576,False
419577,False
419578,False
419579,False
419580,False
419581,False
419582,False
419583,True
419584,False
419585,False
419586,True
419587,False
419588,False
419589,True
419590,False
419591,True
419592,False
419593,False
419594,False
419595,True
419596,True
419597,False
419598,True
419599,False
419600,False
419601,False
419602,True
419603,True
419604,False
419605,True
419606,True
419607,False
419608,False
419609,False
419610,True
419611,False
419612,False
419613,False
419614,False
419615,True
419616,True
419617,False
419618,False
419619,True
419620,False
419621,True
419622,True
419623,True
419624,True
419625,True
419626,True
419627,False
419628,True
419629,True
419630,True
419631,False
419632,True
419633,True
419634,True
419635,False
419636,True
419637,True
419638,True
419639,False
419640,False
419641,True
419642,True
419643,False
419644,False
419645,False
419646,False
419647,False
419648,True
419649,True
419650,True
419651,True
419652,True
419653,False
419654,True
419655,True
419656,True
419657,False
419658,True
419659,False
419660,False
419661,True
419662,True
419663,False
419664,False
419665,True
419666,False
419667,False
419668,True
419669,False
419670,False
419671,True
419672,False
419673,True
419674,False
419675,False
419676,False
419677,True
419678,False
419679,False
419680,True
419681,True
419682,True
419683,True
419684,False
419685,True
419686,True
419687,True
419688,True
419689,True
419690,True
419691,True
419692,True
419693,True
419694,False
419695,True
419696,False
419697,True
419698,True
419699,False
419700,False
419701,True
419702,True
419703,False
419704,True
419705,False
419706,True
419707,True
419708,True
419709,True
419710,True
419711,False
419712,True
419713,False
419714,False
419715,False
419716,False
419717,True
419718,False
419719,True
419720,True
419721,False
419722,False
419723,True
419724,True
419725,True
419726,False
419727,True
419728,True
419729,False
419730,False
419731,True
419732,False
419733,True
419734,True
419735,True
419736,True
419737,False
419738,True
419739,True
419740,False
419741,False
419742,False
419743,True
419744,True
419745,False
419746,True
419747,False
419748,True
419749,True
419750,True
419751,True
419752,False
419753,False
419754,True
419755,False
419756,False
419757,False
419758,False
419759,False
419760,False
419761,False
419762,True
419763,True
419764,False
419765,True
419766,True
419767,False
419768,True
419769,False
419770,True
419771,False
419772,False
419773,True
419774,True
419775,False
419776,False
419777,True
419778,False
419779,True
419780,False
419781,False
419782,True
419783,False
419784,True
419785,True
419786,True
419787,False
419788,False
419789,True
419790,True
419791,True
419792,True
419793,True
419794,False
419795,False
419796,True
419797,True
419798,False
419799,True
419800,True
419801,True
419802,True
419803,True
419804,False
419805,True
419806,True
419807,False
419808,False
419809,False
419810,True
419811,False
419812,False
419813,True
419814,False
419815,True
419816,False
419817,True
419818,False
419819,True
419820,True
419821,False
419822,False
419823,False
419824,False
419825,True
419826,True
419827,False
419828,True
419829,True
419830,False
419831,True
419832,False
419833,False
419834,True
419835,True
419836,True
419837,True
419838,False
419839,True
419840,False
419841,False
419842,False
419843,False
419844,True
419845,False
419846,False
419847,False
419848,True
419849,False
419850,True
419851,False
419852,True
419853,True
419854,True
419855,True
419856,False
419857,False
419858,True
419859,False
419860,False
419861,False
419862,False
419863,True
419864,True
419865,False
419866,True
419867,False
419868,False
419869,True
419870,False
419871,True
419872,True
419873,True
419874,True
419875,False
419876,True
419877,True
419878,False
419879,False
419880,True
419881,False
419882,False
419883,True
419884,False
419885,True
419886,True
419887,False
419888,True
419889,True
419890,False
419891,False
419892,False
419893,True
419894,True
419895,False
419896,False
419897,False
419898,True
419899,False
419900,True
419901,False
419902,False
419903,False
419904,False
419905,True
419906,True
419907,True
419908,False
419909,False
419910,True
419911,False
419912,False
419913,False
419914,True
419915,True
419916,False
419917,True
419918,False
419919,True
419920,True
419921,True
419922,True
419923,False
419924,False
419925,False
419926,False
419927,True
419928,True
419929,False
419930,True
419931,True
419932,False
419933,False
419934,False
419935,False
419936,True
419937,False
419938,False
419939,False
419940,True
419941,True
419942,True
419943,False
419944,True
419945,False
419946,True
419947,False
419948,False
419949,False
419950,True
419951,False
419952,False
419953,False
419954,True
419955,True
419956,False
419957,True
419958,True
419959,True
419960,True
419961,False
419962,False
419963,False
419964,False
419965,False
419966,False
419967,False
419968,False
419969,False
419970,True
419971,True
419972,False
419973,True
419974,False
419975,True
419976,True
419977,True
419978,False
419979,False
419980,True
419981,True
419982,False
419983,False
419984,False
419985,True
419986,False
419987,False
419988,True
419989,False
419990,True
419991,False
419992,False
419993,False
419994,True
419995,False
419996,False
419997,True
419998,False
419999,False
420000,True
420001,True
420002,False
420003,True
420004,False
420005,False
420006,False
420007,False
420008,False
420009,False
420010,False
420011,True
420012,True
420013,False
420014,True
420015,False
420016,False
420017,True
420018,False
420019,True
420020,False
420021,True
420022,False
420023,False
420024,True
420025,True
420026,True
420027,False
420028,False
420029,True
420030,True
420031,True
420032,True
420033,False
420034,True
420035,False
420036,True
420037,True
420038,True
420039,False
420040,False
420041,True
420042,True
420043,False
420044,False
420045,False
420046,True
420047,False
420048,False
420049,False
420050,False
420051,False
420052,True
420053,False
420054,False
420055,False
420056,False
420057,False
420058,True
420059,True
420060,True
420061,True
420062,False
420063,True
420064,False
420065,True
420066,False
420067,True
420068,False
420069,True
420070,True
420071,False
420072,True
420073,False
420074,False
420075,True
420076,False
420077,True
420078,True
420079,True
420080,True
420081,True
420082,True
420083,False
420084,True
420085,False
420086,False
420087,False
420088,True
420089,False
420090,True
420091,True
420092,True
420093,False
420094,False
420095,True
420096,True
420097,True
420098,True
420099,True
420100,True
420101,True
420102,False
420103,False
420104,True
420105,False
420106,False
420107,False
420108,False
420109,False
420110,True
420111,True
420112,False
420113,True
420114,False
420115,False
420116,False
420117,True
420118,True
420119,True
420120,False
420121,True
420122,False
420123,False
420124,False
420125,True
420126,True
420127,False
420128,False
420129,False
420130,False
420131,False
420132,True
420133,False
420134,False
420135,True
420136,True
420137,True
420138,True
420139,False
420140,False
420141,True
420142,True
420143,True
420144,False
420145,False
420146,False
420147,True
420148,False
420149,True
420150,False
420151,False
420152,False
420153,False
420154,False
420155,True
420156,False
420157,False
420158,False
420159,False
420160,False
420161,False
420162,True
420163,False
420164,False
420165,False
420166,True
420167,True
420168,False
420169,True
420170,False
420171,True
420172,False
420173,False
420174,False
420175,True
420176,True
420177,False
420178,False
420179,True
420180,False
420181,True
420182,False
420183,True
420184,False
420185,False
420186,False
420187,True
420188,True
420189,False
420190,True
420191,True
420192,True
420193,True
420194,True
420195,False
420196,True
420197,False
420198,True
420199,True
420200,False
420201,True
420202,False
420203,True
420204,False
420205,False
420206,True
420207,False
420208,True
420209,False
420210,False
420211,False
420212,True
420213,False
420214,False
420215,False
420216,False
420217,False
420218,False
420219,False
420220,False
420221,True
420222,True
420223,True
420224,False
420225,False
420226,False
420227,False
420228,True
420229,True
420230,False
420231,False
420232,True
420233,True
420234,False
420235,True
420236,False
420237,False
420238,False
420239,True
420240,True
420241,True
420242,False
420243,False
420244,False
420245,False
420246,False
420247,True
420248,False
420249,True
420250,False
420251,False
420252,False
420253,True
420254,False
420255,True
420256,True
420257,True
420258,False
420259,False
420260,False
420261,False
420262,True
420263,False
420264,True
420265,True
420266,False
420267,True
420268,False
420269,True
420270,True
420271,False
420272,True
420273,True
420274,False
420275,False
420276,False
420277,False
420278,False
420279,True
420280,False
420281,False
420282,True
420283,False
420284,True
420285,True
420286,False
420287,True
420288,False
420289,False
420290,False
420291,False
420292,False
420293,True
420294,False
420295,True
420296,True
420297,False
420298,False
420299,True
420300,False
420301,False
420302,False
420303,True
420304,False
420305,False
420306,False
420307,False
420308,False
420309,True
420310,False
420311,False
420312,False
420313,True
420314,True
420315,False
420316,False
420317,True
420318,False
420319,False
420320,False
420321,False
420322,False
420323,True
420324,False
420325,True
420326,False
420327,False
420328,False
420329,False
420330,True
420331,True
420332,True
420333,True
420334,False
420335,False
420336,False
420337,True
420338,True
420339,False
420340,True
420341,True
420342,True
420343,True
420344,False
420345,False
420346,True
420347,True
420348,True
420349,False
420350,True
420351,False
420352,False
420353,False
420354,False
420355,False
420356,False
420357,False
420358,True
420359,True
420360,False
420361,True
420362,False
420363,False
420364,False
420365,True
420366,False
420367,False
420368,True
420369,True
420370,False
420371,False
420372,False
420373,True
420374,False
420375,False
420376,True
420377,False
420378,False
420379,False
420380,True
420381,False
420382,False
420383,True
420384,True
420385,False
420386,False
420387,True
420388,False
420389,False
420390,True
420391,True
420392,False
420393,False
420394,True
420395,False
420396,False
420397,True
420398,False
420399,True
420400,False
420401,True
420402,False
420403,True
420404,True
420405,False
420406,False
420407,False
420408,False
420409,True
420410,False
420411,True
420412,False
420413,False
420414,True
420415,True
420416,False
420417,False
420418,True
420419,False
420420,True
420421,False
420422,False
420423,True
420424,True
420425,True
420426,False
420427,False
420428,False
420429,True
420430,False
420431,False
420432,False
420433,False
420434,False
420435,False
420436,False
420437,False
420438,True
420439,True
420440,True
420441,True
420442,False
420443,False
420444,False
420445,True
420446,False
420447,False
420448,True
420449,False
420450,False
420451,False
420452,True
420453,True
420454,True
420455,False
420456,False
420457,True
420458,False
420459,True
420460,False
420461,True
420462,False
420463,True
420464,False
420465,False
420466,True
420467,True
420468,False
420469,False
420470,False
420471,False
420472,True
420473,True
420474,True
420475,False
420476,False
420477,True
420478,True
420479,False
420480,True
420481,True
420482,False
420483,False
420484,False
420485,False
420486,False
420487,False
420488,False
420489,True
420490,True
420491,True
420492,False
420493,True
420494,False
420495,True
420496,False
420497,False
420498,False
420499,True
420500,False
420501,True
420502,True
420503,False
420504,True
420505,False
420506,False
420507,False
420508,True
420509,False
420510,False
420511,True
420512,True
420513,True
420514,False
420515,True
420516,False
420517,False
420518,True
420519,False
420520,True
420521,True
420522,True
420523,True
420524,True
420525,True
420526,True
420527,False
420528,False
420529,False
420530,False
420531,False
420532,False
420533,False
420534,False
420535,True
420536,True
420537,True
420538,False
420539,False
420540,False
420541,False
420542,True
420543,False
420544,True
420545,False
420546,False
420547,True
420548,True
420549,True
420550,False
420551,False
420552,True
420553,False
420554,True
420555,False
420556,False
420557,True
420558,False
420559,True
420560,False
420561,False
420562,True
420563,False
420564,False
420565,False
420566,True
420567,False
420568,False
420569,False
420570,True
420571,False
420572,True
420573,False
420574,True
420575,True
420576,True
420577,False
420578,False
420579,False
420580,False
420581,False
420582,False
420583,False
420584,True
420585,False
420586,False
420587,False
420588,False
420589,False
420590,False
420591,True
420592,False
420593,False
420594,False
420595,False
420596,False
420597,False
420598,False
420599,False
420600,True
420601,True
420602,True
420603,True
420604,True
420605,False
420606,False
420607,False
420608,False
420609,False
420610,False
420611,False
420612,False
420613,False
420614,False
420615,False
420616,False
420617,False
420618,False
420619,True
420620,True
420621,False
420622,True
420623,False
420624,False
420625,True
420626,False
420627,True
420628,False
420629,False
420630,False
420631,False
420632,True
420633,True
420634,False
420635,False
420636,False
420637,False
420638,True
420639,True
420640,True
420641,False
420642,True
420643,False
420644,False
420645,False
420646,False
420647,True
420648,True
420649,False
420650,True
420651,False
420652,True
420653,False
420654,False
420655,True
420656,True
420657,False
420658,True
420659,False
420660,True
420661,True
420662,False
420663,True
420664,False
420665,True
420666,True
420667,True
420668,False
420669,True
420670,False
420671,False
420672,True
420673,False
420674,True
420675,False
420676,False
420677,True
420678,False
420679,False
420680,True
420681,False
420682,False
420683,True
420684,False
420685,True
420686,False
420687,False
420688,True
420689,True
420690,False
420691,False
420692,False
420693,False
420694,False
420695,False
420696,False
420697,True
420698,True
420699,True
420700,True
420701,False
420702,False
420703,True
420704,False
420705,True
420706,False
420707,True
420708,True
420709,True
420710,False
420711,False
420712,False
420713,False
420714,True
420715,True
420716,True
420717,False
420718,True
420719,True
420720,False
420721,False
420722,True
420723,False
420724,False
420725,True
420726,False
420727,False
420728,True
420729,True
420730,False
420731,True
420732,False
420733,True
420734,False
420735,True
420736,False
420737,False
420738,False
420739,True
420740,False
420741,False
420742,False
420743,False
420744,True
420745,False
420746,False
420747,False
420748,False
420749,False
420750,False
420751,False
420752,False
420753,False
420754,False
420755,False
420756,True
420757,False
420758,False
420759,True
420760,False
420761,True
420762,False
420763,True
420764,False
420765,False
420766,False
420767,False
420768,True
420769,True
420770,True
420771,False
420772,False
420773,False
420774,False
420775,True
420776,False
420777,False
420778,False
420779,True
420780,True
420781,True
420782,True
420783,False
420784,False
420785,False
420786,True
420787,False
420788,True
420789,False
420790,True
420791,False
420792,False
420793,False
420794,False
420795,True
420796,False
420797,False
420798,True
420799,False
420800,False
420801,True
420802,True
420803,False
420804,False
420805,False
420806,False
420807,False
420808,False
420809,False
420810,True
420811,False
420812,False
420813,False
420814,False
420815,False
420816,False
420817,False
420818,False
420819,True
420820,True
420821,False
420822,True
420823,False
420824,True
420825,False
420826,False
420827,True
420828,True
420829,True
420830,True
420831,False
420832,True
420833,True
420834,False
420835,True
420836,True
420837,False
420838,True
420839,True
420840,True
420841,True
420842,True
420843,False
420844,True
420845,False
420846,False
420847,False
420848,False
420849,True
420850,False
420851,True
420852,True
420853,False
420854,False
420855,True
420856,False
420857,False
420858,True
420859,False
420860,False
420861,False
420862,False
420863,False
420864,True
420865,True
420866,True
420867,True
420868,False
420869,True
420870,True
420871,False
420872,False
420873,False
420874,True
420875,True
420876,False
420877,True
420878,False
420879,True
420880,False
420881,True
420882,False
420883,False
420884,False
420885,False
420886,False
420887,True
420888,False
420889,True
420890,True
420891,True
420892,False
420893,False
420894,False
420895,False
420896,True
420897,True
420898,True
420899,False
420900,False
420901,False
420902,False
420903,False
420904,False
420905,True
420906,True
420907,True
420908,False
420909,False
420910,True
420911,True
420912,False
420913,True
420914,False
420915,True
420916,True
420917,True
420918,False
420919,False
420920,False
420921,True
420922,False
420923,False
420924,False
420925,False
420926,False
420927,False
420928,False
420929,True
420930,False
420931,False
420932,True
420933,True
420934,True
420935,False
420936,False
420937,True
420938,False
420939,False
420940,False
420941,False
420942,False
420943,False
420944,False
420945,True
420946,False
420947,False
420948,True
420949,False
420950,True
420951,True
420952,True
420953,True
420954,True
420955,True
420956,True
420957,True
420958,False
420959,False
420960,True
420961,True
420962,False
420963,False
420964,True
420965,False
420966,False
420967,False
420968,False
420969,False
420970,False
420971,True
420972,True
420973,False
420974,False
420975,True
420976,False
420977,False
420978,True
420979,True
420980,True
420981,False
420982,True
420983,False
420984,False
420985,True
420986,False
420987,False
420988,False
420989,False
420990,True
420991,False
420992,False
420993,False
420994,True
420995,False
420996,False
420997,False
420998,False
420999,True
421000,False
421001,True
421002,False
421003,True
421004,True
421005,True
421006,False
421007,False
421008,False
421009,True
421010,False
421011,False
421012,False
421013,True
421014,False
421015,False
421016,True
421017,True
421018,False
421019,False
421020,False
421021,True
421022,False
421023,False
421024,False
421025,False
421026,True
421027,False
421028,False
421029,False
421030,False
421031,False
421032,True
421033,False
421034,True
421035,True
421036,False
421037,True
421038,False
421039,False
421040,True
421041,True
421042,False
421043,False
421044,False
421045,False
421046,True
421047,False
421048,True
421049,True
421050,False
421051,True
421052,False
421053,False
421054,True
421055,False
421056,True
421057,True
421058,False
421059,False
421060,False
421061,False
421062,False
421063,False
421064,False
421065,False
421066,False
421067,False
421068,False
421069,True
421070,False
421071,False
421072,False
421073,True
421074,False
421075,True
421076,False
421077,True
421078,False
421079,False
421080,True
421081,True
421082,False
421083,True
421084,True
421085,False
421086,False
421087,False
421088,False
421089,True
421090,False
421091,False
421092,True
421093,False
421094,False
421095,False
421096,False
421097,False
421098,False
421099,False
421100,False
421101,False
421102,False
421103,False
421104,True
421105,False
421106,True
421107,True
421108,False
421109,True
421110,True
421111,False
421112,True
421113,False
421114,False
421115,False
421116,True
421117,False
421118,False
421119,False
421120,False
421121,False
421122,True
421123,False
421124,False
421125,True
421126,True
421127,False
421128,False
421129,True
421130,False
421131,False
421132,True
421133,False
421134,False
421135,True
421136,True
421137,False
421138,True
421139,True
421140,True
421141,False
421142,False
421143,False
421144,True
421145,True
421146,False
421147,True
421148,False
421149,False
421150,True
421151,False
421152,True
421153,False
421154,True
421155,True
421156,False
421157,False
421158,False
421159,False
421160,True
421161,False
421162,True
421163,False
421164,True
421165,True
421166,False
421167,True
421168,False
421169,False
421170,False
421171,True
421172,False
421173,False
421174,False
421175,True
421176,True
421177,True
421178,True
421179,False
421180,True
421181,True
421182,True
421183,False
421184,True
421185,False
421186,False
421187,False
421188,False
421189,True
421190,True
421191,False
421192,False
421193,True
421194,True
421195,True
421196,False
421197,False
421198,True
421199,False
421200,False
421201,False
421202,True
421203,False
421204,True
421205,True
421206,False
421207,False
421208,False
421209,True
421210,False
421211,True
421212,False
421213,False
421214,True
421215,False
421216,False
421217,False
421218,False
421219,False
421220,False
421221,False
421222,False
421223,True
421224,False
421225,False
421226,True
421227,False
421228,False
421229,False
421230,False
421231,False
421232,True
421233,False
421234,False
421235,True
421236,False
421237,True
421238,False
421239,True
421240,True
421241,False
421242,True
421243,False
421244,False
421245,True
421246,True
421247,True
421248,False
421249,False
421250,True
421251,True
421252,False
421253,False
421254,True
421255,False
421256,False
421257,True
421258,False
421259,True
421260,False
421261,False
421262,True
421263,False
421264,False
421265,False
421266,True
421267,False
421268,True
421269,False
421270,False
421271,False
421272,False
421273,False
421274,True
421275,False
421276,False
421277,True
421278,False
421279,False
421280,False
421281,True
421282,False
421283,False
421284,True
421285,True
421286,True
421287,False
421288,False
421289,True
421290,False
421291,False
421292,True
421293,True
421294,True
421295,False
421296,True
421297,False
421298,True
421299,True
421300,False
421301,False
421302,False
421303,False
421304,False
421305,True
421306,True
421307,False
421308,False
421309,False
421310,True
421311,True
421312,False
421313,False
421314,False
421315,False
421316,False
421317,False
421318,True
421319,False
421320,True
421321,True
421322,False
421323,True
421324,False
421325,True
421326,True
421327,False
421328,True
421329,True
421330,False
421331,True
421332,False
421333,True
421334,False
421335,False
421336,False
421337,False
421338,True
421339,False
421340,False
421341,False
421342,False
421343,True
421344,False
421345,True
421346,False
421347,False
421348,True
421349,True
421350,False
421351,True
421352,True
421353,False
421354,True
421355,False
421356,False
421357,True
421358,True
421359,False
421360,True
421361,False
421362,False
421363,False
421364,True
421365,True
421366,False
421367,False
421368,True
421369,True
421370,False
421371,False
421372,True
421373,False
421374,False
421375,True
421376,False
421377,False
421378,False
421379,False
421380,False
421381,False
421382,True
421383,True
421384,False
421385,True
421386,False
421387,True
421388,False
421389,False
421390,True
421391,True
